Cell ID,Timestep,Neighbor count of cell,Sum of neighbor counts of cell’s neighbors
3,97,0,52
4,97,2,67
5,97,1,64
6,97,0,0
7,97,0,13
8,97,1,60
9,97,2,100
10,97,2,29
11,97,0,22
12,97,0,0
13,97,0,27
14,97,0,0
15,97,0,16
16,97,0,32
17,97,0,2
18,97,3,111
19,97,0,0
20,97,3,86
21,97,0,15
22,97,0,39
23,97,0,0
24,97,0,59
1,98,0,7
2,98,0,25
3,98,0,48
4,98,3,83
5,98,1,78
6,98,0,0
7,98,0,13
8,98,2,71
9,98,3,121
10,98,0,6
11,98,0,21
12,98,0,0
13,98,0,39
14,98,0,0
15,98,0,13
16,98,0,32
17,98,0,2
18,98,2,112
19,98,0,0
20,98,1,47
21,98,0,18
22,98,0,39
23,98,0,0
24,98,0,66
1,99,0,11
2,99,1,20
3,99,0,68
4,99,3,97
5,99,1,65
6,99,0,0
7,99,0,26
8,99,4,77
9,99,3,128
10,99,0,7
11,99,0,27
12,99,0,0
13,99,0,36
14,99,0,0
15,99,0,16
16,99,0,32
17,99,0,2
18,99,5,155
19,99,0,0
20,99,3,55
21,99,0,24
22,99,0,40
23,99,0,0
24,99,1,74
1,100,0,16
2,100,0,24
3,100,1,55
4,100,2,104
5,100,1,88
6,100,0,0
7,100,0,25
8,100,2,51
9,100,2,131
10,100,0,7
11,100,0,22
12,100,0,0
13,100,0,45
14,100,0,0
15,100,0,13
16,100,0,35
17,100,0,6
18,100,1,119
19,100,0,0
20,100,2,64
21,100,0,26
22,100,0,40
23,100,0,0
24,100,0,104
1,101,0,20
2,101,1,20
3,101,1,58
4,101,3,79
5,101,2,85
6,101,0,0
7,101,0,27
8,101,2,49
9,101,1,95
10,101,0,10
11,101,0,16
12,101,0,3
13,101,0,21
14,101,0,0
15,101,0,16
16,101,0,35
17,101,0,9
18,101,3,85
19,101,0,0
20,101,2,61
21,101,0,31
22,101,0,43
23,101,0,0
24,101,1,91
1,102,0,36
2,102,0,24
3,102,3,63
4,102,3,89
5,102,2,92
6,102,0,0
7,102,0,21
8,102,1,38
9,102,3,100
10,102,0,13
11,102,0,6
12,102,0,3
13,102,0,13
14,102,0,0
15,102,0,13
16,102,0,40
17,102,0,16
18,102,2,79
19,102,0,0
20,102,2,64
21,102,0,35
22,102,0,44
23,102,0,0
24,102,2,80
1,103,0,18
2,103,1,20
3,103,1,57
4,103,4,82
5,103,2,99
6,103,0,0
7,103,0,22
8,103,1,47
9,103,1,97
10,103,0,21
11,103,0,7
12,103,0,6
13,103,0,1
14,103,0,0
15,103,0,19
16,103,0,45
17,103,0,15
18,103,2,90
19,103,0,0
20,103,2,61
21,103,0,43
22,103,0,47
23,103,0,2
24,103,1,107
1,104,0,20
2,104,0,24
3,104,2,81
4,104,4,101
5,104,2,93
6,104,0,0
7,104,0,26
8,104,2,33
9,104,3,99
10,104,0,24
11,104,0,7
12,104,0,6
13,104,0,0
14,104,0,0
15,104,0,18
16,104,0,53
17,104,0,18
18,104,2,75
19,104,0,1
20,104,2,64
21,104,0,58
22,104,0,48
23,104,0,0
24,104,1,80
1,105,0,19
2,105,1,21
3,105,2,62
4,105,5,105
5,105,3,106
6,105,0,0
7,105,0,27
8,105,1,44
9,105,4,101
10,105,0,32
11,105,0,7
12,105,0,6
13,105,0,1
14,105,0,0
15,105,0,21
16,105,0,57
17,105,0,26
18,105,2,81
19,105,0,1
20,105,2,61
21,105,1,62
22,105,0,49
23,105,0,0
24,105,1,66
1,106,0,25
2,106,0,29
3,106,2,70
4,106,4,121
5,106,4,102
6,106,0,0
7,106,0,23
8,106,2,46
9,106,4,113
10,106,0,37
11,106,0,10
12,106,0,3
13,106,0,3
14,106,0,0
15,106,0,19
16,106,0,64
17,106,0,24
18,106,4,108
19,106,0,1
20,106,2,64
21,106,1,76
22,106,0,53
23,106,0,0
24,106,2,83
1,107,0,19
2,107,1,23
3,107,2,59
4,107,4,112
5,107,3,116
6,107,0,0
7,107,0,27
8,107,2,64
9,107,5,116
10,107,0,46
11,107,0,10
12,107,0,0
13,107,0,4
14,107,0,0
15,107,0,22
16,107,0,60
17,107,0,28
18,107,3,93
19,107,0,3
20,107,2,61
21,107,2,59
22,107,0,56
23,107,0,1
24,107,2,84
1,108,0,16
2,108,0,16
3,108,2,55
4,108,6,129
5,108,6,161
6,108,0,0
7,108,0,29
8,108,2,40
9,108,4,136
10,108,1,50
11,108,0,11
12,108,0,0
13,108,0,2
14,108,0,0
15,108,0,23
16,108,0,76
17,108,0,42
18,108,5,122
19,108,0,3
20,108,2,70
21,108,3,79
22,108,0,75
23,108,0,1
24,108,1,62
1,109,0,3
2,109,0,9
3,109,2,57
4,109,2,105
5,109,0,91
6,109,0,0
7,109,0,35
8,109,0,45
9,109,4,127
10,109,1,42
11,109,0,8
12,109,0,3
13,109,0,5
14,109,0,0
15,109,0,27
16,109,1,65
17,109,0,41
18,109,2,72
19,109,0,2
20,109,2,67
21,109,1,63
22,109,0,70
23,109,0,1
24,109,2,64
1,110,0,8
2,110,0,14
3,110,2,60
4,110,0,53
5,110,1,103
6,110,0,0
7,110,1,39
8,110,0,42
9,110,2,67
10,110,2,57
11,110,0,8
12,110,0,7
13,110,0,6
14,110,0,0
15,110,0,25
16,110,0,66
17,110,0,45
18,110,0,46
19,110,0,0
20,110,2,89
21,110,3,59
22,110,0,69
23,110,0,1
24,110,2,37
1,111,0,4
2,111,0,19
3,111,1,59
4,111,0,38
5,111,1,99
6,111,0,0
7,111,1,47
8,111,0,40
9,111,1,50
10,111,2,46
11,111,0,8
12,111,0,6
13,111,0,5
14,111,0,0
15,111,0,26
16,111,1,78
17,111,1,53
18,111,0,42
19,111,0,0
20,111,2,97
21,111,3,75
22,111,0,72
23,111,0,1
24,111,1,35
1,112,0,4
2,112,0,18
3,112,0,63
4,112,0,48
5,112,2,122
6,112,0,0
7,112,2,51
8,112,0,68
9,112,1,66
10,112,2,54
11,112,0,11
12,112,0,7
13,112,0,3
14,112,0,0
15,112,0,32
16,112,2,79
17,112,1,60
18,112,0,48
19,112,0,0
20,112,2,90
21,112,3,86
22,112,0,78
23,112,0,0
24,112,1,32
1,113,0,3
2,113,0,29
3,113,1,82
4,113,0,54
5,113,3,131
6,113,0,0
7,113,3,58
8,113,0,23
9,113,2,78
10,113,2,57
11,113,0,9
12,113,0,10
13,113,0,3
14,113,0,0
15,113,0,37
16,113,2,80
17,113,2,49
18,113,0,64
19,113,0,0
20,113,4,91
21,113,4,74
22,113,0,81
23,113,0,0
24,113,0,19
1,114,0,3
2,114,0,26
3,114,2,60
4,114,0,50
5,114,2,127
6,114,0,0
7,114,3,84
8,114,0,13
9,114,1,70
10,114,1,41
11,114,0,6
12,114,0,15
13,114,0,3
14,114,0,0
15,114,0,39
16,114,3,92
17,114,2,68
18,114,1,64
19,114,0,0
20,114,5,101
21,114,4,94
22,114,0,68
23,114,0,1
24,114,0,25
1,115,0,0
2,115,0,34
3,115,2,71
4,115,0,54
5,115,5,193
6,115,0,0
7,115,2,78
8,115,0,0
9,115,1,103
10,115,0,30
11,115,0,6
12,115,0,17
13,115,0,3
14,115,0,0
15,115,0,41
16,115,3,98
17,115,3,67
18,115,1,64
19,115,0,0
20,115,5,135
21,115,3,96
22,115,0,66
23,115,0,0
24,115,0,18
1,116,0,0
2,116,0,26
3,116,3,95
4,116,0,58
5,116,0,98
6,116,0,0
7,116,4,96
8,116,0,0
9,116,2,64
10,116,0,24
11,116,0,6
12,116,0,18
13,116,0,3
14,116,0,0
15,116,0,47
16,116,3,111
17,116,3,88
18,116,1,55
19,116,0,0
20,116,4,45
21,116,5,106
22,116,0,65
23,116,0,0
24,116,0,5
1,117,0,0
2,117,0,24
3,117,3,54
4,117,0,55
5,117,1,105
6,117,0,0
7,117,4,86
8,117,0,0
9,117,2,67
10,117,0,34
11,117,0,6
12,117,0,19
13,117,0,3
14,117,0,0
15,117,0,33
16,117,1,73
17,117,2,94
18,117,1,72
19,117,0,0
20,117,2,33
21,117,2,69
22,117,0,71
23,117,0,2
24,117,0,13
1,118,0,0
2,118,0,31
3,118,4,97
4,118,0,50
5,118,2,74
6,118,0,0
7,118,5,127
8,118,0,0
9,118,1,64
10,118,0,45
11,118,0,6
12,118,0,20
13,118,0,3
14,118,0,0
15,118,0,30
16,118,1,64
17,118,4,117
18,118,2,60
19,118,0,0
20,118,3,44
21,118,0,56
22,118,0,72
23,118,0,5
24,118,0,15
1,119,0,0
2,119,0,45
3,119,1,49
4,119,0,46
5,119,2,87
6,119,0,0
7,119,1,91
8,119,0,0
9,119,0,68
10,119,0,54
11,119,0,6
12,119,0,26
13,119,0,3
14,119,0,0
15,119,0,37
16,119,1,45
17,119,2,54
18,119,1,65
19,119,0,0
20,119,2,45
21,119,0,44
22,119,0,85
23,119,0,3
24,119,0,11
1,120,0,0
2,120,0,24
3,120,0,26
4,120,0,42
5,120,3,81
6,120,0,0
7,120,3,118
8,120,0,0
9,120,0,52
10,120,0,63
11,120,0,6
12,120,0,37
13,120,0,3
14,120,0,0
15,120,0,46
16,120,1,41
17,120,0,48
18,120,3,125
19,120,0,0
20,120,2,37
21,120,0,38
22,120,1,94
23,120,0,0
24,120,0,11
1,121,0,0
2,121,0,32
3,121,0,28
4,121,0,38
5,121,3,99
6,121,0,0
7,121,3,88
8,121,0,0
9,121,0,49
10,121,1,84
11,121,0,6
12,121,0,32
13,121,0,3
14,121,0,0
15,121,0,43
16,121,0,32
17,121,0,45
18,121,0,37
19,121,0,0
20,121,1,35
21,121,0,34
22,121,1,94
23,121,0,0
24,121,0,13
1,122,0,0
2,122,0,16
3,122,0,57
4,122,0,40
5,122,5,97
6,122,0,0
7,122,5,122
8,122,0,0
9,122,0,53
10,122,2,59
11,122,0,9
12,122,0,45
13,122,0,3
14,122,0,0
15,122,0,32
16,122,0,14
17,122,0,51
18,122,0,18
19,122,0,0
20,122,0,27
21,122,0,16
22,122,0,59
23,122,0,0
24,122,0,16
1,123,0,0
2,123,0,0
3,123,0,53
4,123,0,41
5,123,3,134
6,123,0,0
7,123,2,91
8,123,0,0
9,123,0,60
10,123,1,63
11,123,0,11
12,123,0,46
13,123,0,3
14,123,0,0
15,123,0,54
16,123,0,18
17,123,1,26
18,123,0,20
19,123,0,0
20,123,0,36
21,123,0,18
22,123,0,53
23,123,0,0
24,123,0,11
1,124,0,0
2,124,0,3
3,124,0,72
4,124,0,35
5,124,3,137
6,124,0,0
7,124,2,93
8,124,0,0
9,124,0,30
10,124,2,56
11,124,0,10
12,124,0,40
13,124,0,3
14,124,0,0
15,124,1,30
16,124,0,16
17,124,0,14
18,124,0,27
19,124,0,0
20,124,0,40
21,124,0,17
22,124,0,31
23,124,0,0
24,124,0,7
1,125,0,0
2,125,0,6
3,125,0,70
4,125,0,32
5,125,2,132
6,125,0,0
7,125,2,48
8,125,0,0
9,125,0,33
10,125,0,72
11,125,0,0
12,125,0,53
13,125,0,3
14,125,0,0
15,125,0,43
16,125,0,19
17,125,0,16
18,125,0,32
19,125,0,0
20,125,0,56
21,125,0,13
22,125,0,23
23,125,0,0
24,125,0,6
1,126,0,0
2,126,0,9
3,126,0,86
4,126,0,32
5,126,5,130
6,126,0,0
7,126,2,28
8,126,0,0
9,126,0,30
10,126,0,61
11,126,0,0
12,126,1,73
13,126,0,3
14,126,0,0
15,126,0,26
16,126,0,15
17,126,0,15
18,126,0,37
19,126,0,0
20,126,1,62
21,126,0,11
22,126,0,15
23,126,0,3
24,126,0,0
1,127,0,0
2,127,0,8
3,127,1,100
4,127,0,32
5,127,1,154
6,127,0,0
7,127,0,30
8,127,0,0
9,127,0,30
10,127,0,72
11,127,0,0
12,127,0,31
13,127,0,3
14,127,0,0
15,127,0,18
16,127,0,15
17,127,0,15
18,127,0,48
19,127,0,0
20,127,1,81
21,127,0,14
22,127,0,12
23,127,0,6
24,127,0,0
1,128,0,0
2,128,0,9
3,128,1,81
4,128,0,32
5,128,3,141
6,128,0,0
7,128,0,24
8,128,0,0
9,128,0,27
10,128,1,60
11,128,0,0
12,128,0,31
13,128,0,3
14,128,0,0
15,128,0,20
16,128,0,18
17,128,0,15
18,128,0,47
19,128,0,0
20,128,2,99
21,128,0,13
22,128,0,10
23,128,0,3
24,128,0,0
1,129,0,0
2,129,0,8
3,129,1,93
4,129,0,32
5,129,3,150
6,129,0,0
7,129,0,24
8,129,0,0
9,129,0,27
10,129,0,79
11,129,0,0
12,129,0,27
13,129,0,3
14,129,0,0
15,129,0,21
16,129,0,16
17,129,0,15
18,129,2,67
19,129,0,0
20,129,2,81
21,129,0,11
22,129,0,11
23,129,0,4
24,129,0,0
1,130,0,0
2,130,0,9
3,130,2,80
4,130,0,32
5,130,2,99
6,130,0,0
7,130,0,21
8,130,0,0
9,130,0,27
10,130,1,77
11,130,0,0
12,130,0,37
13,130,0,3
14,130,0,0
15,130,0,15
16,130,0,17
17,130,0,15
18,130,1,38
19,130,0,0
20,130,1,79
21,130,0,6
22,130,0,12
23,130,0,4
24,130,0,0
1,131,0,0
2,131,0,8
3,131,1,72
4,131,0,32
5,131,3,144
6,131,0,0
7,131,0,13
8,131,0,0
9,131,0,27
10,131,2,65
11,131,0,0
12,131,0,36
13,131,0,3
14,131,0,0
15,131,0,8
16,131,0,25
17,131,0,15
18,131,0,21
19,131,0,0
20,131,2,56
21,131,0,9
22,131,0,14
23,131,0,8
24,131,0,0
1,132,0,0
2,132,0,9
3,132,1,62
4,132,0,32
5,132,1,116
6,132,0,0
7,132,0,8
8,132,0,0
9,132,0,27
10,132,2,93
11,132,0,0
12,132,0,32
13,132,0,3
14,132,0,0
15,132,0,0
16,132,0,43
17,132,0,13
18,132,0,21
19,132,0,0
20,132,2,51
21,132,0,16
22,132,0,18
23,132,0,10
24,132,0,0
1,133,0,0
2,133,0,8
3,133,0,68
4,133,0,32
5,133,4,117
6,133,0,0
7,133,0,3
8,133,0,0
9,133,0,27
10,133,2,59
11,133,0,0
12,133,0,23
13,133,0,3
14,133,0,0
15,133,0,0
16,133,0,32
17,133,0,6
18,133,0,21
19,133,0,0
20,133,1,36
21,133,0,15
22,133,0,26
23,133,0,13
24,133,0,0
1,134,0,0
2,134,0,9
3,134,0,63
4,134,0,32
5,134,4,120
6,134,0,0
7,134,0,0
8,134,0,0
9,134,0,27
10,134,2,65
11,134,0,0
12,134,0,16
13,134,0,3
14,134,0,0
15,134,0,1
16,134,0,45
17,134,0,0
18,134,0,21
19,134,0,0
20,134,1,37
21,134,0,22
22,134,0,26
23,134,0,8
24,134,0,0
1,135,0,0
2,135,0,9
3,135,0,37
4,135,0,32
5,135,2,154
6,135,0,1
7,135,0,0
8,135,0,0
9,135,0,27
10,135,3,72
11,135,0,0
12,135,0,13
13,135,0,3
14,135,0,0
15,135,0,5
16,135,1,33
17,135,0,0
18,135,0,21
19,135,0,0
20,135,0,40
21,135,0,21
22,135,0,32
23,135,0,11
24,135,0,0
1,136,0,0
2,136,0,10
3,136,0,28
4,136,0,32
5,136,0,126
6,136,0,1
7,136,0,0
8,136,0,0
9,136,0,27
10,136,3,91
11,136,0,0
12,136,0,16
13,136,0,3
14,136,0,0
15,136,0,8
16,136,1,28
17,136,0,0
18,136,0,21
19,136,0,0
20,136,0,21
21,136,0,18
22,136,0,43
23,136,0,6
24,136,0,0
1,137,0,0
2,137,0,11
3,137,0,24
4,137,0,32
5,137,0,143
6,137,0,0
7,137,0,0
8,137,0,0
9,137,0,27
10,137,1,91
11,137,0,0
12,137,0,13
13,137,0,3
14,137,0,0
15,137,0,9
16,137,1,41
17,137,0,0
18,137,0,21
19,137,0,0
20,137,0,2
21,137,0,26
22,137,0,16
23,137,0,2
24,137,0,0
1,138,0,0
2,138,0,13
3,138,0,31
4,138,0,32
5,138,2,135
6,138,0,0
7,138,0,0
8,138,0,0
9,138,0,27
10,138,1,45
11,138,0,0
12,138,0,16
13,138,0,3
14,138,0,0
15,138,0,6
16,138,1,38
17,138,0,0
18,138,0,21
19,138,0,0
20,138,0,0
21,138,0,25
22,138,0,6
23,138,0,3
24,138,0,0
1,139,0,0
2,139,0,12
3,139,0,27
4,139,0,32
5,139,5,127
6,139,0,0
7,139,0,0
8,139,0,0
9,139,0,27
10,139,1,76
11,139,0,0
12,139,0,13
13,139,0,3
14,139,0,0
15,139,0,0
16,139,1,44
17,139,0,0
18,139,0,21
19,139,0,0
20,139,0,0
21,139,0,25
22,139,0,7
23,139,0,8
24,139,0,0
1,140,0,3
2,140,0,13
3,140,0,34
4,140,0,32
5,140,4,144
6,140,0,0
7,140,0,0
8,140,0,0
9,140,0,27
10,140,1,53
11,140,0,0
12,140,0,16
13,140,0,3
14,140,0,0
15,140,0,0
16,140,1,40
17,140,0,0
18,140,0,21
19,140,0,0
20,140,0,0
21,140,0,24
22,140,0,11
23,140,0,10
24,140,0,0
1,141,0,3
2,141,0,15
3,141,0,42
4,141,0,32
5,141,4,137
6,141,0,0
7,141,0,0
8,141,0,0
9,141,0,27
10,141,0,58
11,141,0,0
12,141,0,13
13,141,0,3
14,141,0,0
15,141,0,0
16,141,1,55
17,141,0,0
18,141,0,23
19,141,0,0
20,141,0,0
21,141,0,30
22,141,0,8
23,141,0,13
24,141,0,0
1,142,0,3
2,142,0,19
3,142,0,39
4,142,0,32
5,142,3,157
6,142,0,1
7,142,0,0
8,142,0,0
9,142,0,27
10,142,0,63
11,142,0,0
12,142,0,16
13,142,0,3
14,142,0,0
15,142,0,0
16,142,1,39
17,142,0,0
18,142,0,19
19,142,0,0
20,142,0,0
21,142,0,20
22,142,0,6
23,142,0,11
24,142,0,0
1,143,0,6
2,143,0,29
3,143,1,49
4,143,0,32
5,143,2,122
6,143,0,0
7,143,0,0
8,143,0,0
9,143,0,27
10,143,0,43
11,143,0,0
12,143,0,13
13,143,0,3
14,143,0,2
15,143,0,1
16,143,0,32
17,143,0,0
18,143,0,17
19,143,0,0
20,143,0,0
21,143,0,13
22,143,0,6
23,143,0,11
24,143,0,0
1,144,0,9
2,144,0,34
3,144,1,45
4,144,0,32
5,144,6,172
6,144,0,0
7,144,0,0
8,144,0,0
9,144,0,27
10,144,0,66
11,144,0,0
12,144,0,16
13,144,0,3
14,144,0,6
15,144,0,0
16,144,0,20
17,144,0,0
18,144,0,8
19,144,0,0
20,144,0,0
21,144,0,8
22,144,0,9
23,144,0,11
24,144,0,0
1,145,0,14
2,145,0,34
3,145,1,33
4,145,0,32
5,145,0,120
6,145,0,2
7,145,0,0
8,145,0,0
9,145,0,27
10,145,1,47
11,145,0,0
12,145,0,16
13,145,0,3
14,145,0,9
15,145,0,1
16,145,0,6
17,145,0,0
18,145,0,3
19,145,0,0
20,145,0,0
21,145,0,3
22,145,0,11
23,145,0,17
24,145,0,1
1,146,0,19
2,146,0,34
3,146,0,42
4,146,0,32
5,146,0,139
6,146,0,0
7,146,0,0
8,146,0,0
9,146,0,27
10,146,2,62
11,146,0,0
12,146,0,19
13,146,0,3
14,146,0,14
15,146,0,1
16,146,0,1
17,146,0,0
18,146,0,3
19,146,0,0
20,146,0,0
21,146,0,0
22,146,0,8
23,146,0,17
24,146,0,0
1,147,0,24
2,147,0,34
3,147,1,35
4,147,0,32
5,147,2,127
6,147,0,0
7,147,0,0
8,147,0,0
9,147,0,27
10,147,2,41
11,147,0,0
12,147,0,18
13,147,0,3
14,147,0,19
15,147,0,3
16,147,0,3
17,147,0,0
18,147,0,0
19,147,0,0
20,147,0,0
21,147,0,0
22,147,0,9
23,147,0,17
24,147,0,0
1,148,0,21
2,148,0,34
3,148,1,44
4,148,0,32
5,148,1,61
6,148,0,0
7,148,0,0
8,148,0,0
9,148,0,27
10,148,2,58
11,148,0,0
12,148,0,21
13,148,0,3
14,148,0,26
15,148,0,5
16,148,0,4
17,148,0,0
18,148,0,0
19,148,0,0
20,148,0,0
21,148,0,0
22,148,0,11
23,148,0,17
24,148,0,0
1,149,0,31
2,149,0,34
3,149,1,41
4,149,0,32
5,149,0,66
6,149,0,0
7,149,0,0
8,149,0,0
9,149,0,27
10,149,2,56
11,149,0,0
12,149,0,16
13,149,0,3
14,149,0,31
15,149,0,5
16,149,0,0
17,149,0,0
18,149,0,2
19,149,0,0
20,149,0,0
21,149,0,0
22,149,0,14
23,149,0,19
24,149,0,1
1,150,0,27
2,150,0,34
3,150,1,49
4,150,0,32
5,150,0,52
6,150,0,0
7,150,0,0
8,150,0,0
9,150,0,27
10,150,2,63
11,150,0,0
12,150,0,25
13,150,0,3
14,150,0,34
15,150,0,6
16,150,0,0
17,150,0,0
18,150,0,6
19,150,0,0
20,150,0,0
21,150,0,0
22,150,0,21
23,150,0,26
24,150,0,1
1,151,0,40
2,151,0,34
3,151,2,36
4,151,0,32
5,151,0,57
6,151,0,0
7,151,0,0
8,151,0,0
9,151,0,27
10,151,2,80
11,151,0,0
12,151,0,17
13,151,0,3
14,151,0,34
15,151,0,8
16,151,0,0
17,151,0,0
18,151,0,9
19,151,0,0
20,151,0,0
21,151,0,0
22,151,0,32
23,151,0,25
24,151,0,0
1,152,0,36
2,152,0,34
3,152,2,46
4,152,0,32
5,152,0,56
6,152,0,1
7,152,0,0
8,152,0,0
9,152,0,27
10,152,2,60
11,152,0,0
12,152,0,22
13,152,0,3
14,152,0,35
15,152,0,13
16,152,0,0
17,152,0,0
18,152,0,13
19,152,0,0
20,152,0,0
21,152,0,0
22,152,0,28
23,152,0,23
24,152,0,0
1,153,1,52
2,153,0,34
3,153,3,50
4,153,0,32
5,153,0,67
6,153,0,0
7,153,0,0
8,153,0,0
9,153,0,27
10,153,2,90
11,153,0,0
12,153,0,34
13,153,0,3
14,153,0,32
15,153,0,17
16,153,0,0
17,153,0,0
18,153,0,22
19,153,0,0
20,153,0,0
21,153,0,0
22,153,1,20
23,153,0,28
24,153,0,0
1,154,1,58
2,154,0,34
3,154,2,54
4,154,0,32
5,154,1,52
6,154,0,0
7,154,0,0
8,154,0,0
9,154,0,27
10,154,3,75
11,154,0,0
12,154,0,23
13,154,0,3
14,154,0,34
15,154,0,12
16,154,0,0
17,154,0,0
18,154,0,26
19,154,0,0
20,154,0,0
21,154,0,0
22,154,0,28
23,154,0,32
24,154,0,0
1,155,1,60
2,155,0,34
3,155,3,69
4,155,0,32
5,155,1,82
6,155,0,0
7,155,0,0
8,155,0,0
9,155,0,27
10,155,4,145
11,155,0,0
12,155,0,14
13,155,0,3
14,155,1,39
15,155,0,8
16,155,0,0
17,155,0,1
18,155,0,35
19,155,0,0
20,155,0,0
21,155,0,0
22,155,1,20
23,155,0,36
24,155,0,0
1,156,1,81
2,156,0,34
3,156,2,62
4,156,0,32
5,156,2,60
6,156,0,0
7,156,0,0
8,156,0,1
9,156,0,27
10,156,2,44
11,156,0,0
12,156,0,17
13,156,0,3
14,156,2,49
15,156,0,17
16,156,0,0
17,156,0,4
18,156,0,37
19,156,0,0
20,156,0,0
21,156,0,0
22,156,0,28
23,156,0,39
24,156,0,0
1,157,2,78
2,157,0,34
3,157,2,96
4,157,0,32
5,157,2,73
6,157,0,0
7,157,0,0
8,157,0,1
9,157,0,27
10,157,1,59
11,157,0,0
12,157,0,19
13,157,0,3
14,157,2,56
15,157,0,15
16,157,0,0
17,157,0,2
18,157,0,45
19,157,0,0
20,157,0,3
21,157,0,0
22,157,1,20
23,157,0,43
24,157,0,1
1,158,2,86
2,158,0,34
3,158,2,52
4,158,0,32
5,158,2,78
6,158,0,0
7,158,0,0
8,158,0,1
9,158,0,27
10,158,1,61
11,158,0,0
12,158,0,19
13,158,0,3
14,158,3,68
15,158,0,21
16,158,0,0
17,158,0,5
18,158,0,39
19,158,0,0
20,158,0,3
21,158,0,0
22,158,0,28
23,158,0,61
24,158,0,1
1,159,3,96
2,159,0,34
3,159,3,87
4,159,0,32
5,159,2,75
6,159,0,0
7,159,0,0
8,159,0,3
9,159,0,27
10,159,1,66
11,159,0,0
12,159,0,28
13,159,0,3
14,159,2,62
15,159,0,39
16,159,0,0
17,159,0,5
18,159,0,65
19,159,0,0
20,159,0,9
21,159,0,0
22,159,1,20
23,159,1,53
24,159,0,4
1,160,3,77
2,160,0,34
3,160,3,69
4,160,0,32
5,160,2,66
6,160,0,2
7,160,0,0
8,160,0,3
9,160,0,27
10,160,1,79
11,160,0,0
12,160,0,28
13,160,0,3
14,160,3,85
15,160,0,37
16,160,0,0
17,160,0,6
18,160,0,41
19,160,0,0
20,160,0,14
21,160,0,0
22,160,0,28
23,160,1,88
24,160,0,8
1,161,4,121
2,161,0,34
3,161,3,72
4,161,0,32
5,161,4,85
6,161,0,2
7,161,0,0
8,161,0,5
9,161,0,27
10,161,1,100
11,161,0,0
12,161,0,38
13,161,0,3
14,161,3,83
15,161,0,51
16,161,0,0
17,161,0,12
18,161,0,35
19,161,0,1
20,161,0,21
21,161,0,0
22,161,1,20
23,161,1,37
24,161,0,11
1,162,1,59
2,162,0,34
3,162,5,71
4,162,0,32
5,162,1,56
6,162,0,0
7,162,0,1
8,162,0,8
9,162,0,27
10,162,1,82
11,162,0,0
12,162,0,60
13,162,0,3
14,162,5,116
15,162,0,42
16,162,0,0
17,162,0,6
18,162,0,21
19,162,0,1
20,162,0,26
21,162,0,0
22,162,0,28
23,162,0,24
24,162,0,9
1,163,1,58
2,163,0,34
3,163,4,88
4,163,0,32
5,163,1,41
6,163,0,0
7,163,0,1
8,163,0,9
9,163,0,27
10,163,2,92
11,163,0,0
12,163,0,33
13,163,0,3
14,163,3,87
15,163,0,51
16,163,0,0
17,163,0,1
18,163,0,16
19,163,0,3
20,163,0,42
21,163,0,0
22,163,1,20
23,163,0,31
24,163,0,8
1,164,1,36
2,164,0,34
3,164,4,54
4,164,0,32
5,164,0,31
6,164,0,0
7,164,0,0
8,164,0,9
9,164,0,27
10,164,2,68
11,164,0,0
12,164,0,22
13,164,0,3
14,164,5,139
15,164,0,67
16,164,0,0
17,164,0,3
18,164,0,16
19,164,0,5
20,164,1,36
21,164,0,0
22,164,0,28
23,164,0,28
24,164,0,3
1,165,3,50
2,165,0,34
3,165,4,55
4,165,0,32
5,165,0,45
6,165,0,0
7,165,0,1
8,165,0,12
9,165,0,27
10,165,0,64
11,165,0,0
12,165,0,32
13,165,0,3
14,165,3,88
15,165,0,72
16,165,0,0
17,165,0,5
18,165,0,16
19,165,0,8
20,165,1,46
21,165,0,0
22,165,1,20
23,165,0,17
24,165,0,3
1,166,2,45
2,166,0,34
3,166,2,46
4,166,0,32
5,166,1,36
6,166,0,0
7,166,0,1
8,166,0,14
9,166,0,27
10,166,1,64
11,166,0,0
12,166,0,24
13,166,0,3
14,166,3,117
15,166,1,84
16,166,0,0
17,166,0,8
18,166,0,18
19,166,0,10
20,166,1,34
21,166,0,0
22,166,0,28
23,166,0,13
24,166,0,5
1,167,2,45
2,167,0,34
3,167,1,39
4,167,0,32
5,167,1,52
6,167,0,0
7,167,0,1
8,167,0,22
9,167,0,27
10,167,2,67
11,167,0,0
12,167,0,16
13,167,0,3
14,167,1,70
15,167,1,96
16,167,0,0
17,167,0,11
18,167,0,14
19,167,0,13
20,167,0,26
21,167,0,0
22,167,1,20
23,167,0,11
24,167,0,5
1,168,1,61
2,168,0,34
3,168,2,38
4,168,0,32
5,168,1,30
6,168,0,0
7,168,0,1
8,168,0,27
9,168,0,27
10,168,3,92
11,168,0,0
12,168,0,2
13,168,0,3
14,168,3,106
15,168,3,116
16,168,0,0
17,168,0,16
18,168,0,9
19,168,0,16
20,168,0,26
21,168,0,0
22,168,0,28
23,168,0,12
24,168,0,5
1,169,1,52
2,169,0,34
3,169,2,38
4,169,0,32
5,169,0,28
6,169,0,0
7,169,0,1
8,169,0,39
9,169,0,27
10,169,2,57
11,169,0,0
12,169,0,6
13,169,0,3
14,169,3,93
15,169,3,110
16,169,0,0
17,169,0,21
18,169,0,9
